Observation #,Easting,Northing,GPS #,Waypoint,Photo,Camera,Cover Class,Incline,Family,Identify Plant,Match Found?,Match Status?,genus,species,LAT,LONG,Number,Number Total (vascular),Number Unique,Plant Description,Abstract,Team,Correct ID,Notes,QC
"MJV4-15-BIO-VT-6,5-4G",609303.67 m E,3900129.79 m N,2,206,"6,5-4G",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 17.830""","-115° 47' 55.356""",2,13,5,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4G",609303.67 m E,3900129.79 m N,2,206,"6,5-4G",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 17.830""","-115° 47' 55.356""",2,13,5,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4G",609303.67 m E,3900129.79 m N,2,206,"6,5-4G",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 17.830""","-115° 47' 55.356""",7,13,5,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-4G",609303.67 m E,3900129.79 m N,2,206,"6,5-4G",,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 17.830""","-115° 47' 55.356""",1,13,5,Common Pepperweed,,Rodriquez/Baughman,Y,Unknown 8A,SM
"MJV4-15-BIO-VT-6,5-4H",609300.43 m E,3900126.75 m N,2,207,"6,5-4H",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 17.732""","-115° 47' 55.485""",6,13,5,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-4H",609300.43 m E,3900126.75 m N,2,207,"6,5-4H",,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 17.732""","-115° 47' 55.485""",1,13,5,Common Pepperweed,,Rodriquez/Baughman,Y,Unknown 8A,SM
"MJV4-15-BIO-VT-6,5-4H",609300.43 m E,3900126.75 m N,2,207,"6,5-4H",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 17.732""","-115° 47' 55.485""",3,13,5,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4H",609300.43 m E,3900126.75 m N,2,207,"6,5-4H",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 17.732""","-115° 47' 55.485""",1,13,5,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4H",609300.43 m E,3900126.75 m N,2,207,"6,5-4H",,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 17.732""","-115° 47' 55.485""",1,13,5,Desert Nest Straw,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4I",609298.01 m E,3900123.29 m N,2,208,"6,5-4I",,Rock,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 17.621""","-115° 47' 55.583""",2,4,3,Desert Trumpet,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4I",609298.01 m E,3900123.29 m N,2,208,"6,5-4I",,Rock,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 17.621""","-115° 47' 55.583""",1,4,3,Pinweed,,Rodriquez/Baughman,Y,Unknown 26A,SM
"MJV4-15-BIO-VT-6,5-4I",609298.01 m E,3900123.29 m N,2,208,"6,5-4I",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 17.621""","-115° 47' 55.583""",1,4,3,Common Pepperweed,,Rodriquez/Baughman,Y,Unknown 8A,SM
"MJV4-15-BIO-VT-6,5-4J",609296.05 m E,3900119.82 m N,2,209,"6,5-4J",,Rock,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 17.509""","-115° 47' 55.662""",4,,,Desert trumpet,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4J",609296.05 m E,3900119.82 m N,2,209,"6,5-4J",,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 17.509""","-115° 47' 55.662""",2,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4J",609296.05 m E,3900119.82 m N,2,209,"6,5-4J",,Rock,N/A,Zygophyllaceae,Larrea tridentata,Yes,Keep,Larrea,tridentata,"35° 14' 17.509""","-115° 47' 55.662""",1,,,Creosote,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4J",609296.05 m E,3900119.82 m N,2,209,"6,5-4J",,Rock,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 17.509""","-115° 47' 55.662""",2,,,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-6A",609337.54 m E,3900143.51 m N,2,210,"6,5-6A",,Live Plant,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 18.262""","-115° 47' 54.009""",2,,,Globemallow,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6A",609337.54 m E,3900143.51 m N,2,210,"6,5-6A",,Live Plant,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.262""","-115° 47' 54.009""",2,,,Low Woollygrass,,Rodriquez/Baughman,Y,Unknown 23A,SM
"MJV4-15-BIO-VT-6,5-6B",609340.45 m E,3900150.75 m N,2,211,"6,5-6B",,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 18.495""","-115° 47' 53.891""",4,,,Desert Nest Straw,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6B",609340.45 m E,3900150.75 m N,2,211,"6,5-6B",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.495""","-115° 47' 53.891""",3,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6B",609340.45 m E,3900150.75 m N,2,211,"6,5-6B",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.495""","-115° 47' 53.891""",2,,,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6B",609340.45 m E,3900150.75 m N,2,211,"6,5-6B",,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.495""","-115° 47' 53.891""",2,,,Common Pepperweed,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6B",609340.45 m E,3900150.75 m N,2,211,"6,5-6B",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 18.495""","-115° 47' 53.891""",3,,,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6C",609340.46 m E,3900150.20 m N,2,212,"6,5-6C",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.478""","-115° 47' 53.891""",3,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6C",609340.46 m E,3900150.20 m N,2,212,"6,5-6C",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 18.478""","-115° 47' 53.891""",1,,,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-6C",609340.46 m E,3900150.20 m N,2,212,"6,5-6C",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.478""","-115° 47' 53.891""",2,,,Low Woolygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6C",609340.46 m E,3900150.20 m N,2,212,"6,5-6C",,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 18.478""","-115° 47' 53.891""",1,,,White flower ball,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6D",609353.96 m E,3900155.35 m N,2,213,"6,5-6D",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.639""","-115° 47' 53.354""",3,,,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6D",609353.96 m E,3900155.35 m N,2,213,"6,5-6D",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.639""","-115° 47' 53.354""",1,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6E",609355.91 m E,3900159.26 m N,2,214,"6,5-6E",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.766""","-115° 47' 53.275""",1,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6E",609355.91 m E,3900159.26 m N,2,214,"6,5-6E",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.766""","-115° 47' 53.275""",2,,,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6F",609358.53 m E,3900160.84 m N,2,215,"6,5-6F",,Gravel,N/A,Cactaceae,Opuntia basilaris,Yes,Keep,Opuntia,basilaris,"35° 14' 18.816""","-115° 47' 53.171""",1,,,Beavertail Cactus,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6F",609358.53 m E,3900160.84 m N,2,215,"6,5-6F",,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 18.816""","-115° 47' 53.171""",1,,,"Desert Plantain - small, long blades, whitish tint but smooth, not hairy. 4 stems, one long with dry flower buds forming flowers, w hite, buds = purple",,Rodriquez/Baughman,Y,Unknown 30A,SM
"MJV4-15-BIO-VT-6,5-6F",609358.53 m E,3900160.84 m N,2,215,"6,5-6F",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.816""","-115° 47' 53.171""",2,,,Low Woollygrass,,Rodriquez/Baughman,Y,Unknown 25A,SM
"MJV4-15-BIO-VT-6,5-6G",609364.22 m E,3900164.80 m N,2,216,"6,5-6G",,Rock,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 18.942""","-115° 47' 52.944""",1,,,"Desert Trumpet, baby",,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6G",609364.22 m E,3900164.80 m N,2,216,"6,5-6G",,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.942""","-115° 47' 52.944""",2,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6G",609364.22 m E,3900164.80 m N,2,216,"6,5-6G",,Rock,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.942""","-115° 47' 52.944""",1,,,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6H",609368.46 m E,3900168.06 m N,2,217,"6,5-6H",,Gravel,N/A,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 19.046""","-115° 47' 52.775""",1,,,Hedgehog Cactus,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6H",609368.46 m E,3900168.06 m N,2,217,"6,5-6H",,Gravel,N/A,Cactaceae,Cylindropuntia ramosissima,Yes,Keep,Cylindropuntia,ramosissima,"35° 14' 19.046""","-115° 47' 52.775""",1,,,Pencil Cholla,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6H",609368.46 m E,3900168.06 m N,2,217,"6,5-6H",,Gravel,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 19.046""","-115° 47' 52.775""",1,,,"Mustard Shrub, smells",,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6H",609368.46 m E,3900168.06 m N,2,217,"6,5-6H",,Gravel,N/A,Ephedraceae,Ephedra Viridis,Yes,Keep,Ephedra,viridis,"35° 14' 19.046""","-115° 47' 52.775""",1,,,Mormon Tea,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6I",609370.06 m E,3900170.86 m N,2,218,"6,5-6I",,Live Plant,N/A,Ephedraceae,Ephedra Viridis,Yes,Keep,Ephedra,viridis,"35° 14' 19.137""","-115° 47' 52.710""",1,,,Mormon Tea,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-6I",609370.06 m E,3900170.86 m N,2,218,"6,5-6I",,Live Plant,N/A,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 19.137""","-115° 47' 52.710""",1,,,Brittlebush,,Rodriquez/Baughman,Y,Unknown 31A,SM
"MJV4-15-BIO-VT-2,2-1A",608875.23 m E,3899848.85 m N,1,480,"MJV4-15-BIO-VT-2,2-1A-1.jpg,
MJV4-15-BIO-VT-2,2-1A-2.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk1.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk2.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk3.jpg",,Rock,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 8.880""","-115° 48' 12.438""",2,100,5,Desert neststraw,"A lot of basalt, green lichen. At base of slope. Lots of litter and brome.","Espericueta, Rice",Y,Unknown 3,SM
"MJV4-15-BIO-VT-2,2-1A",608875.23 m E,3899848.85 m N,1,480,"MJV4-15-BIO-VT-2,2-1A-1.jpg,
MJV4-15-BIO-VT-2,2-1A-2.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk1.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk2.jpg,
MJV4-15-BIO-VT-2,2-1A-Unk3.jpg",,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.880""","-115° 48' 12.438""",1,100,5,Globe Mallow,"A lot of basalt, green lichen. At base of slope. Lots of litter and brome.","Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1B",608871.07 m E,3899846.48 m N,1,483,"MJV4-15-BIO-VT-2,2-1B-1.jpg,
MJV4-15-BIO-VT-2,2-1B-2.jpg,
MJV4-15-BIO-VT-2,2-1B-Unk4.jpg",,Rock,N/A,Asteraceae,Uropappus lindleyi,Yes,Keep,Uropappus,lindleyi,"35° 14' 8.805""","-115° 48' 12.604""",1,57,11,Silver Puff,,"Espericueta, Rice",Y,Unknown 4,JP
"MJV4-15-BIO-VT-2,2-1B",608871.07 m E,3899846.48 m N,1,483,"MJV4-15-BIO-VT-2,2-1B-1.jpg,
MJV4-15-BIO-VT-2,2-1B-2.jpg,
MJV4-15-BIO-VT-2,2-1B-Unk4.jpg",,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 8.805""","-115° 48' 12.604""",1,57,11,Mojave popcornflower,,"Espericueta, Rice",Y,Unknown 8,SM
"MJV4-15-BIO-VT-2,2-1C",608869.98 m E,3899846.46 m N,1,485,"MJV4-15-BIO-VT-2,2-1C.jpg,
MJV4-15-BIO-VT-2,2-1C-Unk5.jpg",,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.804""","-115° 48' 12.647""",1,103,4,Globe Mallow,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1D",608868.80 m E,3899838.79 m N,1,487,"MJV4-15-BIO-VT-2,2-1D.jpg",,Rock,N/A,Cactaceae,Cylindropuntia acanthocarpa,Yes,Keep,Cylindropuntia,acanthocarpa,"35° 14' 8.556""","-115° 48' 12.697""",1,52,4,Buckhorn Cholla,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1E",608870.43 m E,3899831.71 m N,1,488,"MJV4-15-BIO-VT-2,2-1E.jpg,
MJV4-15-BIO-VT-2,2-1E-Unk6.jpg",,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 8.325""","-115° 48' 12.636""",3,19,6,Mojave popcornflower,"More gravelly than dirt. Lichens on the rock, some litter.","Espericueta, Rice",Y,Unknown 8,SM
"MJV4-15-BIO-VT-2,2-1F",608871.38 m E,3899828.62 m N,1,489,"MJV4-15-BIO-VT-2,2-1F.jpg",,Live Plant,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.225""","-115° 48' 12.600""",1,26,6,Globe Mallow,Lots of loose rocks.,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1F",608871.38 m E,3899828.62 m N,1,489,"MJV4-15-BIO-VT-2,2-1F.jpg",,Live Plant,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 8.225""","-115° 48' 12.600""",2,26,6,Mojave popcornflower,Lots of loose rocks.,"Espericueta, Rice",Y,Unknown 8,SM
"MJV4-15-BIO-VT-2,2-1G",608869.93 m E,3899827.83 m N,1,490,None,,Rock,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 8.200""","-115° 48' 12.658""",6,25,5,Desert trumpet,"Some pointy-looking dandelion fluff. Looser rocks, lots of gravel.","Espericueta, Rice",Y,Unknown 8,SM
"MJV4-15-BIO-VT-2,2-1H",608876.66 m E,3899836.12 m N,1,493,"MJV4-15-BIO-VT-2,2-1H.jpg,
MJV4-15-BIO-VT-2,2-1H-Unk7.jpg",,Live Plant,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.466""","-115° 48' 12.387""",3,11,10,Globe Mallow,Lots of big rocks.,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1H",608876.66 m E,3899836.12 m N,1,493,"MJV4-15-BIO-VT-2,2-1H.jpg,
MJV4-15-BIO-VT-2,2-1H-Unk7.jpg",,Live Plant,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 8.466""","-115° 48' 12.387""",1,11,10,Mojave popcornflower,Lots of big rocks.,"Espericueta, Rice",Y,Unknown 8,SM
"MJV4-15-BIO-VT-2,2-1H",608876.66 m E,3899836.12 m N,1,493,"MJV4-15-BIO-VT-2,2-1H.jpg,
MJV4-15-BIO-VT-2,2-1H-Unk7.jpg",,Live Plant,N/A,Lamiaceae,Scutellaria mexicana,Yes,Keep,Scutellaria,mexicana,"35° 14' 8.466""","-115° 48' 12.387""",1,11,10,Paper Bag Bush,Lots of big rocks.,"Espericueta, Rice",Y,Unknown 7,SM
"MJV4-15-BIO-VT-2,2-1I",608872.25 m E,3899831.51 m N,1,494,"MJV4-15-BIO-VT-2,2-1I.jpg,
MJV4-15-BIO-VT-2,2-1I-Unk7.jpg",,Gravel,N/A,Lamiaceae,Scutellaria mexicana,Yes,Keep,Scutellaria,mexicana,"35° 14' 8.318""","-115° 48' 12.564""",1,11,10,Paper Bag Bush,,"Espericueta, Rice",Y,Unknown 7,SM
"MJV4-15-BIO-VT-2,2-1I",608872.25 m E,3899831.51 m N,1,494,"MJV4-15-BIO-VT-2,2-1I.jpg,
MJV4-15-BIO-VT-2,2-1I-Unk7.jpg",,Gravel,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.318""","-115° 48' 12.564""",1,13,12,Globe Mallow,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1I",608872.25 m E,3899831.51 m N,1,494,"MJV4-15-BIO-VT-2,2-1I.jpg,
MJV4-15-BIO-VT-2,2-1I-Unk7.jpg",,Gravel,N/A,Solanaceae,Physalis crassifolia,Yes,Keep,Physalis,crassifolia,"35° 14' 8.318""","-115° 48' 12.564""",1,13,12,Ground Cherry,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1I",608872.25 m E,3899831.51 m N,1,494,"MJV4-15-BIO-VT-2,2-1I.jpg,
MJV4-15-BIO-VT-2,2-1I-Unk7.jpg",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 8.318""","-115° 48' 12.564""",1,13,12,Mojave popcornflower,,"Espericueta, Rice",Y,Unknown 8,SM
"MJV4-15-BIO-VT-2,2-1K",608875.70 m E,3899862.73 m N,2,189,"MJV4-15-BIO-VT-2,2-1K.jpg,
MJV4-15-BIO-VT-2,2-1K-Unk17.jpg",,Sand,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 9.330""","-115° 48' 12.413""",2,4,3,Mojave popcornflower,2 large basalt rock in middle.,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1M",608878.69 m E,3899878.51 m N,2,191,"MJV4-15-BIO-VT-2,2-1M.jpg",,Live Plant,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 9.841""","-115° 48' 12.287""",2,6,3,Barrel cactus,"A lot of light rocks (granitic), a few very small basalt.","Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1M",608878.69 m E,3899878.51 m N,2,191,"MJV4-15-BIO-VT-2,2-1M.jpg",,Live Plant,N/A,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 9.841""","-115° 48' 12.287""",2,6,3,Brittlebush,"A lot of light rocks (granitic), a few very small basalt.","Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1M",608878.69 m E,3899878.51 m N,2,191,"MJV4-15-BIO-VT-2,2-1M.jpg",,Live Plant,N/A,Polygonaceae,Eriogonum fasciculatum,Yes,Keep,Eriogonum,fasciculatum,"35° 14' 9.841""","-115° 48' 12.287""",2,6,3,California buckwheat,"A lot of light rocks (granitic), a few very small basalt.","Espericueta, Rice",Y,Unknown 9,JP
"MJV4-15-BIO-VT-2,2-1N",608878.89 m E,3899884.39 m N,2,219,"MJV4-15-BIO-VT-2,2-1N.jpg,
MJV4-15-BIO-VT-2,2-1N-Unk33.jpg",,Live Plant,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 10.032""","-115° 48' 12.276""",1,21,5,Globe mallow,,"Espericueta, Rice",Y,,JP
"MJV4-15-BIO-VT-2,2-1N",608878.89 m E,3899884.39 m N,2,219,"MJV4-15-BIO-VT-2,2-1N.jpg,
MJV4-15-BIO-VT-2,2-1N-Unk33.jpg",,Live Plant,N/A,Polygonaceae,Eriogonum fasciculatum,Yes,Keep,Eriogonum,fasciculatum,"35° 14' 10.032""","-115° 48' 12.276""",4,21,5,California buckwheat,,"Espericueta, Rice",Y,Unknown 9,JP
"MJV4-15-BIO-VT-2,2-1N",608878.89 m E,3899884.39 m N,2,219,"MJV4-15-BIO-VT-2,2-1N.jpg,
MJV4-15-BIO-VT-2,2-1N-Unk33.jpg",,Live Plant,N/A,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 10.032""","-115° 48' 12.276""",1,21,5,Brittlebush,,"Espericueta, Rice",Y,Unknown 33,JP
"MJV4-15-BIO-VT-2,2-1P",608889.14 m E,3899895.28 m N,2,221,"MJV4-15-BIO-VT-2,2-1P.jpg,
MJV4-15-BIO-VT-2,2-1P-Unk34.jpg",,Rock,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 10.381""","-115° 48' 11.866""",2,6,5,Barrel cactus,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1P",608889.14 m E,3899895.28 m N,2,221,"MJV4-15-BIO-VT-2,2-1P.jpg,
MJV4-15-BIO-VT-2,2-1P-Unk34.jpg",,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 10.381""","-115° 48' 11.866""",1,6,5,Globe mallow,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1P",608889.14 m E,3899895.28 m N,2,221,"MJV4-15-BIO-VT-2,2-1P.jpg,
MJV4-15-BIO-VT-2,2-1P-Unk34.jpg",,Rock,N/A,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 10.381""","-115° 48' 11.866""",1,6,5,Brittlebush,,"Espericueta, Rice",Y,Unknown 33,JP
"MJV4-15-BIO-VT-2,2-1P",608889.14 m E,3899895.28 m N,2,221,"MJV4-15-BIO-VT-2,2-1P.jpg,
MJV4-15-BIO-VT-2,2-1P-Unk34.jpg",,Rock,N/A,Ephedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 10.381""","-115° 48' 11.866""",1,6,5,Mormon tea,,"Espericueta, Rice",Y,,SM
"MJV4-15-BIO-VT-2,2-1P",608889.14 m E,3899895.28 m N,2,221,"MJV4-15-BIO-VT-2,2-1P.jpg,
MJV4-15-BIO-VT-2,2-1P-Unk34.jpg",,Rock,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 10.381""","-115° 48' 11.866""",1,6,5,White bursage,,"Espericueta, Rice",Y,Unknown 34,JP
"MJV4-15-BIO-VT-2,2-3A",608871.00 m E,3899823.00 m N,4,495,"MJV4-15-BIO-VT-2,2-3A.jpg,
MJV4-15-BIO-VT-2,2-3A-Unk8.jpg",,Live plant,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 8.043""","-115° 48' 12.618""",3,44,7,Mojave popcornflower,,"Espericueta, Rice",Y,Unknown 8,JP
"MJV4-15-BIO-VT-2,2-3B",608877.40 m E,3899842.56 m N,2,173,"MJV4-15-BIO-VT-2,2-3B.jpg,
MJV4-15-BIO-VT-2,2-3B-Unk9.jpg,
MJV4-15-BIO-VT-2,2-3B-Unk10.jpg",,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.675""","-115° 48' 12.355""",4,11,5,Globe mallow,,"Espericueta, Rice",Y,,SM
